Image, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,emotion
disgust94,0.02,0,0.26,0.37,0,2.45,0,0.02,0,0,0,0.19,0,0.14,0.68,0.64,0.08,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust95,0,0,0,0,0,3.5,0,0.05,0,0,0,0.02,0,0.14,0.8,0.93,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust96,0,0,0.23,0,0.11,3.8,0,0.05,0,0.14,0.09,0.48,0,0.03,0.68,0.67,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust97,0,0,0.44,0,0.19,3.98,0,0.05,0,0.14,0.15,0.86,0,0,0.62,0.62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust98,0,0,0.66,0,0.27,4.29,0,0,0,0.18,0.19,1.22,0,0.01,0.43,0.53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust99,0,0,0.43,0,0.16,3.35,0,0,0,0.04,0.1,0.91,0,0.06,0.46,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust100,0,0,0.22,0,0.08,2.41,0,0,0,0.04,0.04,0.72,0,0.13,0.5,1.01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust101,0,0,0,0,0,1.69,0,0,0,0,0,0.55,0,0.22,0.5,1.25,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust102,0,0,0,0,0.24,2.27,0,0.14,0.45,0.25,0,0.4,0,0.17,0.95,0.79,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust103,0,0,0,0.13,0.49,2.92,0,0.27,0.91,0.48,0,0.21,0,0.1,1.4,0.44,0.03,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust104,0,0,0,0.17,0.75,3.46,0,0.37,1.37,0.76,0,0,0,0,1.89,0.01,0.03,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust105,0,0,0.39,0.16,0.51,2.71,0.08,0.23,0.92,0.51,0,0.38,0,0.02,2.03,0.2,0.03,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust106,0,0,0.82,0.04,0.31,1.99,0.15,0.12,0.46,0.3,0.01,0.96,0,0.02,2.1,0.28,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust107,0,0,1.23,0,0.15,1.34,0.23,0.1,0,0.12,0.01,1.55,0,0.02,2.22,0.47,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
disgust108,0.19,0,1.1,0,0.35,1.76,0.43,0.11,0,0.17,0.01,1.46,0,0,1.47,0.28,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
disgust109,0.41,0,0.82,0,0.53,2.14,0.58,0.09,0.01,0.19,0,1.29,0,0,0.74,0.2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
disgust110,0.66,0,0.57,0,0.68,2.35,0.76,0.05,0.01,0.23,0,1.07,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
disgust111,0.61,0.06,0.87,0,0.77,2.06,0.48,0.14,0.01,0.77,0.05,0.98,0.19,0,0,0.13,0.06,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust112,0.52,0.06,1.27,0,0.9,1.8,0.26,0.22,0,1.27,0.08,0.75,0.45,0,0,0.39,0.09,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust113,0.42,0.06,1.7,0,1.03,1.7,0,0.24,0,1.68,0.08,0.51,0.62,0.01,0,0.74,0.14,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust114,0.45,0,1.87,0,0.88,2.31,0,0.14,0,1.08,0.03,0.47,0.42,0.01,0.1,0.6,0.27,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
disgust115,0.51,0,2.07,0,0.69,2.97,0,0.06,0,0.54,0,0.44,0.16,0.01,0.17,0.34,0.24,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
disgust116,0.49,0,2.15,0,0.45,3.63,0,0,0,0,0,0.41,0,0,0.17,0.07,0.19,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
disgust117,0.32,0,1.61,0,0.29,3.03,0,0,0,0,0.2,0.61,0,0.5,0.09,0.1,0.04,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
disgust118,0.12,0,1,0,0.15,2.57,0,0,0,0,0.25,0.79,0,1.01,0.03,0.1,0.04,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
disgust119,0,0,0.44,0,0.13,1.9,0,0,0,0,0.32,1.08,0.1,1.43,0.03,0.04,0.04,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust120,0,0,0.75,0.12,0.15,2.04,0,0,0,0,0.11,0.98,0.1,0.93,0,0.31,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust121,0,0,1.16,0.13,0.18,2.13,0,0.02,0,0,0.12,0.9,0.1,0.42,0,0.47,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust122,0,0,1.62,0.16,0.14,2.28,0,0.04,0,0,0.22,0.89,0,0,0,0.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust123,0.26,0.02,1.75,0.04,0.46,2.49,0.07,0.06,0,0,0.44,0.92,0,0,0.07,0.33,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
disgust124,0.52,0.03,1.87,0.02,0.79,2.55,0.17,0.04,0,0,0.55,0.96,0,0,0.09,0.28,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
disgust125,0.83,0.09,2.03,0,1.11,2.69,0.28,0.05,0,0,0.58,0.91,0,0,0.13,0.18,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
disgust126,0.56,0.07,1.94,0,0.87,2.62,0.21,0.11,0,0,0.56,0.87,0,0.04,0.67,0.31,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
disgust127,0.31,0.05,1.86,0,0.64,2.67,0.12,0.27,0,0.01,0.59,0.82,0,0.04,1.25,0.4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
disgust128,0,0,1.74,0,0.45,2.66,0.06,0.48,0,0.05,0.58,0.76,0,0.04,1.76,0.56,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
disgust129,0,0,1.2,0,0.37,2.26,0.06,0.39,0,0.29,0.38,0.53,0,0,1.45,0.98,0.36,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
disgust130,0,0,0.61,0,0.22,1.72,0.04,0.23,0,0.46,0.17,0.26,0,0,1.17,1.4,0.64,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
disgust131,0,0,0,0,0.04,1.24,0,0,0,0.54,0,0,0,0,0.91,1.69,0.99,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
disgust132,0,0,0.29,0,0.12,1.26,0,0,0,0.3,0,0.59,0.08,0.06,0.61,1.41,0.64,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
disgust133,0,0,0.65,0,0.32,1.48,0,0,0,0.12,0,1.14,0.13,0.06,0.29,1.05,0.35,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust134,0,0,1,0,0.59,1.73,0,0,0,0,0,1.71,0.19,0.06,0,0.78,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust135,0,0,1.32,0,0.68,2.2,0,0.38,0.1,0,0,1.25,0.11,0,0.18,0.7,0.44,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust136,0,0,1.63,0,0.75,2.67,0.02,0.77,0.24,0,0,0.88,0.06,0,0.44,0.74,0.83,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
disgust137,0,0,1.96,0,0.78,3.05,0.02,1.13,0.37,0,0.02,0.54,0,0,0.64,0.7,1.07,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust138,0,0,1.72,0,0.89,2.59,0.1,0.94,0.34,0,0.02,0.4,0,0.04,0.46,0.49,0.76,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
disgust139,0,0,1.47,0,0.99,2.1,0.24,0.76,0.3,0.01,0.02,0.23,0,0.1,0.2,0.21,0.49,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
disgust140,0,0,1.23,0,1.03,1.58,0.46,0.65,0.29,0.02,0,0.05,0,0.16,0,0,0.35,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
disgust141,0.11,0,1.36,0.18,0.79,1.96,0.44,0.8,0.21,0.02,0.07,0.15,0,0.12,0.26,0.06,0.22,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
disgust142,0.26,0,1.44,0.25,0.53,2.28,0.33,0.95,0.11,0.01,0.12,0.26,0,0.05,0.5,0.09,0.1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disgust143,0.39,0,1.48,0.28,0.32,2.61,0.16,1.05,0,0,0.19,0.37,0,0,0.71,0.16,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
disgust144,0.32,0,1.33,0.1,0.5,2.44,0.1,0.76,0,0,0.12,0.76,0.03,0.02,0.45,0.09,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
disgust145,0.19,0,1.13,0.03,0.63,2.23,0.05,0.48,0,0,0.07,1.13,0.03,0.03,0.21,0.07,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust146,0.06,0,0.98,0,0.79,2.11,0.03,0.23,0,0.03,0,1.5,0.03,0.08,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disgust147,0.21,0,0.91,0,0.69,1.96,0.06,0.18,0,0.03,0.01,1.36,0,0.1,0.03,0.08,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
disgust148,0.32,0,0.88,0,0.67,1.84,0.11,0.09,0,0.03,0.01,1.28,0,0.12,0.05,0.25,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
disgust149,0.41,0,0.79,0,0.62,1.57,0.11,0,0,0,0.01,1.19,0,0.07,0.05,0.51,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
disgust150,0.24,0,1.1,0,0.47,1.83,0.08,0.2,0,0,0.13,1.27,0,0.12,0.02,0.43,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
disgust151,0.1,0,1.5,0,0.49,2.03,0.13,0.55,0.11,0,0.13,1.41,0,0.24,0,0.26,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
disgust152,0,0,1.95,0,0.63,2.44,0.33,0.87,0.3,0.03,0.13,1.61,0,0.48,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
disgust153,0.05,0.02,1.36,0,0.7,2.01,0.33,0.85,0.35,0.03,0.31,1.19,0,0.38,0.23,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
disgust154,0.14,0.16,0.81,0,0.59,1.61,0.23,0.8,0.31,0.03,0.62,0.63,0,0.24,0.38,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust155,0.27,0.3,0.31,0,0.38,1.12,0,0.8,0.25,0.02,0.85,0.03,0,0,0.49,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust156,0.22,0.32,0.48,0,0.29,1.15,0,0.62,0.21,0.23,0.54,0.2,0.22,0,0.43,0,0.25,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust157,0.14,0.25,0.76,0,0.24,1.51,0,0.33,0.13,0.48,0.23,0.4,0.4,0,0.5,0.04,0.4,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust158,0.05,0.32,1.23,0,0.3,2.03,0,0,0,0.75,0,0.56,0.52,0.04,0.59,0.04,0.46,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust159,0.43,0.92,1.53,0,0.59,2.33,0,0.25,0.07,0.54,0.02,0.46,0.3,0.04,0.77,0.09,0.22,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust160,0.94,1.52,1.71,0.08,0.83,2.29,0,0.49,0.12,0.29,0.02,0.3,0.11,0.04,0.93,0.05,0.07,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust161,1.39,1.98,1.66,0.19,0.92,1.86,0,0.73,0.19,0,0.02,0.22,0,0,1.12,0.08,0.07,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust162,1.03,1.35,1.29,0.19,0.84,1.38,0,0.8,0.12,0.18,0.01,0.53,0,0,1.05,0.03,0.11,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust163,0.53,0.68,0.78,0.11,0.72,0.94,0,0.87,0.08,0.33,0.04,0.89,0,0,0.97,0.03,0.19,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust164,0.04,0.01,0.28,0,0.64,0.7,0,1.03,0,0.51,0.13,1.25,0,0,0.89,0.03,0.13,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust165,0.03,0,0.29,0,0.43,0.52,0,1.09,0,0.33,0.14,1.24,0,0.02,0.78,0.13,0.22,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust166,0.01,0,0.41,0,0.24,0.35,0,1.18,0,0.19,0.17,1.29,0,0.05,0.71,0.29,0.26,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust167,0,0,0.48,0,0,0.22,0,1.17,0,0,0.24,1.23,0,0.06,0.53,0.31,0.36,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust168,0,0,0.69,0,0.35,0.85,0,1.2,0.18,0.06,0.26,1.22,0,0.16,0.45,0.21,0.23,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust169,0,0,0.89,0,0.72,1.33,0,1.29,0.36,0.21,0.27,1.11,0,0.23,0.28,0.05,0.11,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust170,0,0,1.07,0,1.1,1.78,0,1.36,0.53,0.35,0.16,1.05,0,0.3,0.22,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
disgust171,0,0,1.24,0,1.08,1.77,0.23,1.03,0.34,0.29,0.12,0.99,0.16,0.18,0.11,0,0.02,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
disgust172,0,0,1.46,0,1.01,1.85,0.48,0.6,0.17,0.13,0.05,0.97,0.29,0.08,0.07,0,0.03,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
disgust173,0,0,1.63,0,0.92,1.81,0.72,0.16,0,0,0,0.8,0.43,0,0,0,0.04,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
disgust174,0,0,1.47,0,0.95,1.67,0.5,0.26,0.18,0.22,0,0.48,0.72,0,0.71,0.1,0.11,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
disgust175,0,0,1.22,0,1.04,1.57,0.24,0.39,0.38,0.36,0,0.19,0.97,0,1.41,0.19,0.14,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
disgust176,0,0,1.12,0,1.17,1.69,0,0.57,0.61,0.51,0.02,0,1.14,0,2.05,0.21,0.17,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
disgust177,0,0,1.26,0,1.27,2.08,0,0.65,0.68,0.43,0.06,0,0.9,0,1.91,0.05,0.14,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
fear1,0,0,0.41,0,0,0,0,0,0.07,0,0,0.24,0.58,0.11,0.74,1.23,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0
fear2,0,0,0.32,0,0,0,0,0,0.16,0,0,0.16,0.66,0.14,0.59,1.28,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
fear3,0,0,0.48,0,0.28,0.6,0.09,0.18,0.33,0.1,0,0.15,0.47,0.11,0.44,1.27,0.24,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
fear4,0,0,0.78,0,0.56,1.37,0.22,0.36,0.44,0.16,0,0.14,0.27,0.04,0.34,1.23,0.51,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0
fear5,0,0,1.03,0,0.8,2.03,0.32,0.49,0.62,0.33,0,0.19,0,0,0.28,1.28,0.73,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
fear6,0.04,0,0.74,0,0.56,1.63,0.24,0.31,0.61,0.63,0.05,0.67,0.25,0.12,0.4,1.17,0.49,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
fear7,0.08,0,0.45,0,0.36,1.33,0.23,0.15,0.69,1.1,0.13,1.01,0.46,0.16,0.62,1.04,0.22,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
fear8,0.13,0,0.23,0,0.24,1.18,0.29,0.02,0.73,1.56,0.13,1.17,0.52,0.16,0.86,0.8,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
fear9,0.24,0,0.23,0,0.21,0.99,0.29,0.02,0.71,1.63,0.27,0.69,0.27,0.03,0.83,0.51,0.24,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
fear10,0.46,0,0.13,0,0.13,0.51,0.16,0,0.53,1.45,0.36,0.42,0.06,0,0.63,0.22,0.38,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
fear11,0.59,0,0,0,0,0,0,0,0.33,1.22,0.5,0.35,0,0,0.43,0,0.51,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
fear12,0.43,0,0.11,0,0.07,0,0,0,0.16,0.99,0.3,0.75,0.27,0.14,0.48,0.31,0.29,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
fear13,0.18,0,0.19,0,0.21,0,0,0,0.1,0.89,0.14,1.16,0.54,0.27,0.59,0.62,0.18,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
fear14,0,0,0.3,0,0.34,0.03,0,0,0.08,0.77,0,1.49,0.87,0.4,0.63,0.91,0.08,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
fear15,0,0,0.39,0,0.27,0.03,0,0,0.1,0.53,0,1.07,0.6,0.27,0.39,0.6,0.33,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
fear16,0,0,0.58,0,0.13,0.03,0,0,0.25,0.27,0,0.52,0.33,0.13,0.44,0.3,0.4,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0
fear17,0,0,0.57,0,0,0,0,0,0.54,0,0,0.05,0,0,0.63,0,0.41,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
fear18,0,0,0.76,0,0.44,0.39,0,0,1.16,0.15,0,0,0.09,0,0.85,0,0.14,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
fear19,0,0,0.89,0,0.98,0.8,0,0,1.65,0.36,0,0,0.24,0,0.81,0,0.02,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
fear20,0,0,1.35,0,1.57,1.34,0,0,1.95,0.59,0,0.02,0.41,0,0.63,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
fear21,0,0,0.96,0,1.12,0.95,0,0,1.38,0.44,0,0.28,0.32,0.28,0.41,0.05,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
fear22,0,0.22,0.55,0,0.59,0.54,0,0,0.72,0.23,0,0.47,0.17,0.42,0.2,0.05,0.01,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
fear23,0,0.44,0,0,0,0,0,0,0.07,0,0,0.59,0,0.42,0,0.04,0.12,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear24,0.3,0.78,0,0.68,0,0,0,0,0,0,0.03,0.52,0,0.14,0.24,0.41,0.2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear25,0.47,0.67,0,1.3,0,0,0,0,0,0,0.1,0.49,0,0,0.38,0.9,0.23,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear26,0.58,0.64,0,1.84,0,0,0,0,0,0,0.15,0.49,0,0,0.56,1.41,0.12,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear27,0.28,0.3,0.45,1.16,0.09,0.57,0.25,0,0,0.05,0.12,0.45,0,0,0.32,1.15,0.44,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear28,0.11,0.18,0.89,0.55,0.22,1.18,0.45,0,0.07,0.1,0.05,0.32,0,0,0.18,0.78,0.78,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fear29,0,0,1.26,0,0.37,1.8,0.61,0,0.19,0.22,0,0.21,0,0,0,0.37,1.17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fear30,0.33,0.4,0.81,0.1,0.28,1.24,0.36,0,0.19,0.17,0,0.15,0,0,0.57,0.39,0.76,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fear31,0.73,0.88,0.37,0.24,0.15,0.62,0.16,0,0.12,0.12,0,0.3,0,0,1.1,0.52,0.39,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
fear32,1.09,1.27,0,0.4,0,0,0,0,0,0,0,0.35,0,0,1.65,0.65,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
fear33,0.77,0.87,0,0.3,0,0.57,0,0,0.37,0.04,0,0.35,0,0.3,1.18,0.6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
fear34,0.36,0.39,0,0.16,0,1.13,0,0,0.88,0.12,0,0.18,0,0.46,0.78,0.36,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
fear35,0,0,0,0,0,1.56,0,0,1.36,0.33,0,0.09,0,0.57,0.44,0.12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fear36,0.46,0.4,0,0.9,0,0.99,0,0,0.99,0.3,0.06,0.06,0,0.27,0.35,0.28,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fear37,0.84,0.78,0,1.79,0,0.42,0,0,0.48,0.22,0.09,0.07,0,0.1,0.22,0.48,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
fear38,1.25,1.19,0,2.73,0,0,0,0,0,0,0.09,0.07,0,0,0,0.67,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
fear39,0.79,0.79,0.08,1.83,0.09,0.49,0.19,0.17,0.25,0.3,0.23,0.03,0,0,0.46,0.7,0.13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
fear40,0.4,0.4,0.19,0.94,0.17,0.79,0.36,0.29,0.46,0.55,0.37,0.06,0,0,0.91,0.78,0.2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
fear41,0,0,0.24,0,0.21,1.17,0.5,0.4,0.68,0.82,0.58,0.06,0,0,1.42,0.91,0.26,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
fear42,0,0,0.65,0,0.4,1.17,0.32,0.3,0.64,0.52,0.38,0.24,0,0,1.21,0.68,0.22,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
fear43,0,0,1.06,0,0.6,1.41,0.14,0.27,0.61,0.27,0.21,0.28,0,0,1.03,0.41,0.23,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
fear44,0,0,1.57,0,0.85,1.55,0.03,0.22,0.55,0.01,0,0.4,0,0,0.74,0.08,0.22,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
fear45,0,0,1.08,0,0.57,1.12,0.03,0.15,0.35,0,0.51,0.46,0,0.11,1.04,0.27,0.14,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
fear46,0,0,0.56,0,0.28,0.7,0.03,0.07,0.22,0,1.05,0.82,0,0.33,1.34,0.64,0.06,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
fear47,0,0,0,0,0,0.33,0,0,0.13,0,1.64,1.13,0,0.57,1.6,1.11,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
fear48,0.51,0,0.11,0,0,0.44,0,0,0.13,0.2,1.4,0.87,0.03,0.8,1.05,0.98,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
fear49,1.09,0,0.27,0,0,0.42,0,0,0.07,0.28,1.18,0.43,0.17,0.75,0.62,0.62,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
fear50,1.64,0,0.5,0,0,0.4,0,0,0,0.34,0.88,0,0.29,0.51,0.28,0.15,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
fear51,1.55,0.07,0.64,0,0.17,0.55,0,0,0.43,0.56,0.62,0.26,0.29,0.17,0.28,0,0.05,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
fear52,1.47,0.07,0.67,0,0.37,0.82,0,0.01,0.96,0.88,0.3,0.48,0.2,0,0.16,0,0.05,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
fear53,1.39,0.07,0.57,0,0.6,1.07,0,0.02,1.54,1.26,0.02,0.7,0.11,0,0.05,0,0.05,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
fear54,0.98,0,0.67,0,1.15,1.53,0.51,0.34,1.65,1.04,0.19,0.44,0.07,0,0.55,0.06,0.06,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
fear55,0.47,0,0.83,0,1.7,1.82,1.02,0.71,1.69,0.82,0.33,0.23,0.03,0,1,0.06,0.14,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
